date,date_string,latitude,longitude,type,description,perpetrator,weapon,year,month,day,event_id,id
2023-10-10,2023-10-10,31.9007401,35.2117585,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,10,10,89467,181
2023-10-10,2023-10-10,31.3443365,34.3095203,Health Care,3 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,40987,182
2023-10-11,2023-10-11,31.5168,34.4355,Food System,"11 October 2023: Israeli military aircraft dropped several bombs near a fishermen's port, injuring an unspecified number of civilians.",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,11,98222,183
2023-10-11,2023-10-11,31.5168,34.4355,Food System,October 2023: Israeli military aircraft dropped several bombs near a fishermen's port.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,11,111306,184
2023-10-11,2023-10-11,31.5128679,34.4581358,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,11,69268,185
2023-10-11,2023-10-11,31.4532680142,34.4394148843,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,11,41014,186
2023-10-11,2023-10-11,31.4432234,34.360007,Health Care,Technician: 1 killed,Israeli Defence Forces,Firearms,2023,10,11,69247,187
2023-10-11,2023-10-11,31.4876259,34.4440945219,Health Care,Doctor: 1 killed,Israeli Defence Forces,Firearms,2023,10,11,61103,188
2023-10-11,2023-10-11,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,11,88483,189
2023-10-11,2023-10-11,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,11,69400,190
2023-10-11,2023-10-11,31.4183455,34.3502476,Health Care,Administrator: 1 killed,Israeli Defence Forces,Firearms,2023,10,11,68318,191
2023-10-11,2023-10-11,31.5338797038,34.506565336,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,11,46692,192
2023-10-11,2023-10-11,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,11,41677,193
2023-10-11,2023-10-11,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,11,41678,194
2023-10-11,2023-10-11,31.4638109922,34.3995666504,Health Care,Military Medic: 1 killed,Unidentified Armed Actor,Firearms,2023,10,11,45157,195
2023-10-11,2023-10-11,31.5,34.46667,Health Care,Paramedic: 2 injured,Israeli Defence Forces,Aerial Bomb: Missile,2023,10,11,41110,196
2023-10-11,2023-10-11,31.5,34.46667,Health Care,Paramedic: 3 killed; 1 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,11,41016,197
2023-10-11,2023-10-11,31.8925708502,35.2183479802,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,11,41099,198
2023-10-12,2023-10-12,31.5,34.46667,Health Care,Doctor: 3 killed,Israeli Defence Forces,Aerial Bomb: Missile,2023,10,12,41096,199
2023-10-12,2023-10-12,31.4394,34.4031,Food System,12 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,96520,200
2023-10-12,2023-10-12,31.5166666667,34.45,Health Care,Health facility incident,Unspecified Hacking Group,Not Applicable: No Direct Violence,2023,10,12,41849,201
2023-10-12,2023-10-12,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,12,41284,202
2023-10-12,2023-10-12,31.5128679,34.4581358,Health Care,Dentist: 2 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,41188,203
2023-10-12,2023-10-12,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,12,41672,204
2023-10-12,2023-10-12,31.4482157917,34.393408289,Health Care,Nurse: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,73235,205
2023-10-12,2023-10-12,32.1881333,34.9679208,Health Care,ProgrammeStaff: 1 injured; access obstructed,Israeli Defence Forces,Firearms,2023,10,12,89475,206
2023-10-12,2023-10-12,32.2007818093,35.0354648278,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,12,89478,207
2023-10-12,2023-10-12,31.5128679,34.4581358,Health Care,Midwife: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,12,84720,208
2023-10-12,2023-10-12,31.4214,34.3865,Food System,October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,111300,209
2023-10-12,2023-10-12,31.4394,34.4031,Food System,October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,111299,210
2023-10-12,2023-10-12,31.4214,34.3865,Food System,12 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,96521,211
2023-10-12,2023-10-12,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,12,41675,212
2023-10-12,2023-10-12,32.4601429368,35.2877427919,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,10,12,41097,213
2023-10-12,2023-10-12,32.0853970745,35.3301107766,Health Care,Health facility incident,Israeli settlers,Firearms,2023,10,12,41247,214
2023-10-12,2023-10-12,31.5,34.46667,Health Care,"Doctor, Other: 2 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,12,41098,215
2023-10-12,2023-10-12,31.6210078,35.1030927,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,12,89470,216
2023-10-12,2023-10-12,31.528902,35.0944873,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,12,89473,217
2023-10-12,2023-10-12,31.4183455,34.3502476,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,12,69301,218
2023-10-12,2023-10-12,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,12,41673,219
2023-10-13,2023-10-13,31.5356020826,34.4470303046,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,13,73295,220
2023-10-13,2023-10-13,31.5007295092,34.4654091006,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,13,41079,221
2023-10-13,2023-10-13,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,13,41285,222
2023-10-13,2023-10-13,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,13,41671,223
2023-10-13,2023-10-13,31.5338797038,34.506565336,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,13,41094,224
2023-10-13,2023-10-13,31.5,34.46667,Health Care,Health facility incident,Israeli Defence Forces,Unspecified Explosive,2023,10,13,41056,225
2023-10-13,2023-10-13,31.514929097,34.4803443182,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,13,41095,226
2023-10-13,2023-10-13,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,13,41286,227
2023-10-13,2023-10-13,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,13,41670,228
2023-10-13,2023-10-13,32.3111468,35.0275505,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,10,13,89491,229
2023-10-13,2023-10-13,32.2074634059,35.300831809,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,13,89481,230
2023-10-13,2023-10-13,32.1905769022,35.3262067873,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,10,13,89488,231
2023-10-13,2023-10-13,31.5282137,34.4831674,Health Care,Administrator: 1 killed,Israeli Defence Forces,Firearms,2023,10,13,68509,232
2023-10-13,2023-10-13,32.3111468,35.0275505,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,10,13,89492,233
2023-10-13,2023-10-13,31.4876259,34.4440945219,Health Care,Administrator: 1 killed,Israeli Defence Forces,Firearms,2023,10,13,68317,234
2023-10-13,2023-10-13,31.2830204,34.2805069396,Health Care,Doctor: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,13,84666,235
2023-10-13,2023-10-13,31.4427238495,34.3679766298,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,13,75288,236
2023-10-13,2023-10-13,32.0851611,35.1815442,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,13,89479,237
2023-10-13,2023-10-13,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,13,41669,238
2023-10-13,2023-10-13,31.5128679,34.4581358,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,13,44377,239
2023-10-13,2023-10-13,32.1521357,35.2571332,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,13,89483,240
2023-10-14,2023-10-14,31.5175095782,34.4454646253,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41209,241
2023-10-14,2023-10-14,31.5251142699,34.4474387115,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41235,242
2023-10-14,2023-10-14,31.5298240141,34.4523149464,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41215,243
2023-10-14,2023-10-14,31.5099820158,34.4544124675,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41213,244
2023-10-14,2023-10-14,31.5473440388,34.4575989674,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41211,245
2023-10-14,2023-10-14,31.5071281519,34.4727535106,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41210,246
2023-10-14,2023-10-14,31.528902,35.0944873,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,14,89497,247
2023-10-14,2023-10-14,31.5176924866,34.460088032,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41208,248
2023-10-14,2023-10-14,31.5336277465,34.4596266904,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41207,249
2023-10-14,2023-10-14,31.5323480241,34.4616007643,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41206,250
2023-10-14,2023-10-14,31.5338797038,34.506565336,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41102,251
2023-10-14,2023-10-14,31.5038940682,34.4614505791,Health Care,1 facility(ies) damaged; NoInformation: 4 injured,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41101,252
2023-10-14,2023-10-14,31.5011411577,34.4781017303,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,14,72700,253
2023-10-14,2023-10-14,31.2830204,34.2805069396,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,14,75076,254
2023-10-14,2023-10-14,31.5068080797,34.4394027962,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41074,255
2023-10-14,2023-10-14,31.4482157917,34.393408289,Health Care,Dentist: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,76627,256
2023-10-14,2023-10-14,31.5128679,34.4581358,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,75538,257
2023-10-14,2023-10-14,31.4432234,34.360007,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Firearms,2023,10,14,69103,258
2023-10-14,2023-10-14,31.4798062299,34.4422566786,Health Care,"Paramedic: 1 killed, 1 injured",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,61110,259
2023-10-14,2023-10-14,31.5,34.46667,Health Care,Surgeon: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41103,260
2023-10-14,2023-10-14,31.5038940682,34.4614505791,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41239,261
2023-10-14,2023-10-14,31.5398355142,34.5375424316,Health Care,access obstructed,Israeli Defence Forces,No Information on the Weapon Used,2023,10,14,41240,262
2023-10-14,2023-10-14,31.5351927833,34.5093655515,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41241,263
2023-10-14,2023-10-14,31.4475,34.3927,Food System,October 2023: Israeli missile strikes hit a market area.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,98061,264
2023-10-14,2023-10-14,31.4475,34.3927,Food System,October 2023: Israeli missile strikes hit a market area.,Israeli Defence Forces,Mine,2023,10,14,111287,265
2023-10-14,2023-10-14,31.5057881419,34.4304817915,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41071,266
2023-10-14,2023-10-14,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,14,41668,267
2023-10-14,2023-10-14,31.2966677559,34.2434781533,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41067,268
2023-10-14,2023-10-14,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41063,269
2023-10-14,2023-10-14,31.5124882217,34.4377558829,Health Care,access obstructed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,14,41199,270
2023-10-14,2023-10-14,31.4794493865,34.4117117284,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41203,271
2023-10-14,2023-10-14,31.5290924248,34.4840203437,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,14,69367,272
2023-10-14,2023-10-14,31.5326402242,34.459701715,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41204,273
2023-10-14,2023-10-14,31.4879035,34.4445419,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,14,73360,274
2023-10-14,2023-10-14,32.1733842,35.2704229,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,14,89494,275
2023-10-14,2023-10-14,31.507987366,34.431554251,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41237,276
2023-10-14,2023-10-14,31.473346251,34.40480577,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41117,277
2023-10-14,2023-10-14,31.5240854092,34.443495558,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41119,278
2023-10-14,2023-10-14,31.514929097,34.4803443182,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41122,279
2023-10-14,2023-10-14,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41130,280
2023-10-14,2023-10-14,31.542776898,34.4705271578,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41242,281
2023-10-14,2023-10-14,31.5330246873,34.4587254595,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,14,41205,282
2023-10-14,2023-10-14,31.4203604,34.3721461689,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,14,73294,283
2023-10-15,2023-10-15,31.4482607,34.3935262,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41184,284
2023-10-15,2023-10-15,31.4876259,34.4440945219,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,15,72370,285
2023-10-15,2023-10-15,31.3313983,34.3158995853,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41177,286
2023-10-15,2023-10-15,31.5,34.46667,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41111,287
2023-10-15,2023-10-15,31.5473440388,34.4575989674,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41845,288
2023-10-15,2023-10-15,31.5473440388,34.4575989674,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41212,289
2023-10-15,2023-10-15,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41194,290
2023-10-15,2023-10-15,31.2884899745,34.2498028286,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,15,41113,291
2023-10-15,2023-10-15,31.4432234,34.360007,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41183,292
2023-10-15,2023-10-15,31.2752047,34.2558269,Health Care,Health facility incident,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41273,293
2023-10-15,2023-10-15,31.2830204,34.2805069396,Health Care,"Dentist, Educator: 2 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41185,294
2023-10-15,2023-10-15,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41186,295
2023-10-15,2023-10-15,31.4482157917,34.393408289,Health Care,Health facility incident,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,41451,296
2023-10-15,2023-10-15,31.2830204,34.2805069396,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,15,73327,297
2023-10-15,2023-10-15,31.539022,34.5384182,Health Care,OtherHealthProfessional: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,15,85375,298
2023-10-15,2023-10-15,31.524,34.4505,Food System,October 2023: Israeli military airplanes struck an agricultural land.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,111283,299
2023-10-15,2023-10-15,31.524,34.4505,Food System,15 October 2023: Israeli military airplanes struck an agricultural land.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,96517,300
2023-10-15,2023-10-15,31.2830204,34.2805069396,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,15,75290,301
2023-10-16,2023-10-16,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Missile,2023,10,16,85393,302
2023-10-16,2023-10-16,31.53030915,35.0763328395,Health Care,Dentist: 1 arrested,Israeli Defence Forces,Firearms,2023,10,16,72571,303
2023-10-16,2023-10-16,31.4432234,34.360007,Health Care,Doctor: 2 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,16,41825,304
2023-10-16,2023-10-16,31.4432234,34.360007,Health Care,Doctor: 1 injured,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,16,41187,305
2023-10-16,2023-10-16,31.5347777,34.4972963,Health Care,"1 facility(ies) damaged; HeadOfProgramme, Other, Paramedic: 7 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,16,41190,306
