Date,Event Public Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified
2024-07-27,27 July 2024: Israeli artillery struck an agricultural land.,OPT,PSE,Gaza Strip,31.4214,34.3865,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Agricultural Land,90804,2025-03-13,2025-09-18
2024-07-26,26 July 2024: Israeli warplanes struck a market. ,OPT,PSE,Gaza Strip,31.5172,34.4642,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,90790,2025-03-13,2025-09-18
2024-07-24,"24 July 2024: A humanitarian aid truck, en route to deliver food baskets to an NGO, was struck by Israeli forces, injuring a truck driver.",OPT,PSE,Gaza Strip,31.345723,34.303698,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,Disruption Of Aid,72139,2024-09-03,2025-09-18
2024-07-24,"24 July 2024: Israeli army forces opened fire at a truck transporting food baskets for the World Central Kitchen, injuring the driver.",OPT,PSE,Gaza Strip,31.3424,34.325,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,"Food Supply, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport",90784,2025-03-13,2025-09-18
2024-07-24,24 July 2024: Israeli warplanes struck a market.,OPT,PSE,Gaza Strip,31.3419,34.3015,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,90785,2025-03-13,2025-09-18
2024-07-24,24 July 2024: Israeli forces blew up residential buildings in a market.,OPT,PSE,Gaza Strip,31.2842,34.2482,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,90786,2025-03-13,2025-09-18
2024-07-19,19 July 2024: An Israeli drone struck a bakery. ,OPT,PSE,Gaza Strip,31.4105,34.378,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,90773,2025-03-13,2025-09-18
2024-07-19,19 July 2024: Israeli forces struck agricultural lands.,OPT,PSE,Gaza Strip,31.4284,34.366,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,90774,2025-03-13,2025-09-18
2024-07-18,18 July 2024: Israeli military forces struck a group of fishers.,OPT,PSE,Gaza Strip,31.4204,34.339,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,90771,2025-03-13,2025-09-18
2024-07-18,18 July 2024: Israeli airplanes struck agricultural lands.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,90772,2025-03-13,2025-09-18
2024-07-16,16 July 2024: Israeli warplanes struck agricultural land. ,OPT,PSE,Gaza Strip,31.4394,34.4031,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,90765,2025-03-13,2025-09-18
2024-07-13,13 July 2024: A food kitchen was struck by Israeli airstrikes. ,OPT,PSE,Gaza Strip,31.3550656,34.2610942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,72535,2024-09-05,2025-09-18
2024-07-12,12 July 2024: An Israeli UAV struck and killed a fisher.,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,90762,2025-03-13,2025-09-18
2024-07-10,10 July 2024: Israeli UAVs opened fire at the fisher port. ,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Damage/Destruction Of Commercial Food Transport,90757,2025-03-13,2025-09-18
2024-07-09,"09 July 2024: In Nuseirat Refugee Camp, four people were killed and an unspecified number injured when a market was struck by an Israeli airstrike.",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,68219,2024-08-24,2025-09-18
2024-07-09,09 July 2024: Israeli warplanes targeted a market.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,90753,2025-03-13,2025-09-18
2024-07-09,09 July 2024: Israeli helicopters opened fire near the fisher port amid artillery shelling. ,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Supply,Damage/Destruction Of Commercial Food Transport,90754,2025-03-13,2025-09-18
2024-07-08,08 July 2024: Israeli gunboats opened fire at the fisher port. ,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Food Supply,Damage/Destruction Of Commercial Food Transport,90749,2025-03-13,2025-09-18
2024-06-30,June 2024: Israeli forces destroyed and set fire to agricultural land.,OPT,PSE,Gaza Strip,31.5349,34.4667,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Arson,"Food Supply, Food Production",Demolition Of Food Production/Storage Infrastructure,90551,2025-03-13,2025-09-18
2024-06-29,"June 2024: Israeli tanks and bulldozers destroyed around 500 dunams of agricultural land, including greenhouses.",OPT,PSE,Gaza Strip,31.3294,34.2299,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Other Weapon,"Food Supply, Food Production",Demolition Of Food Production/Storage Infrastructure,90552,2025-03-13,2025-09-18
2024-06-29,"June 2024: Israeli tanks and bulldozers destroyed around 500 dunams of agricultural land, including greenhouses.",OPT,PSE,Gaza Strip,31.3294,34.2299,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Other Weapon,"Food Supply, Food Production",Demolition Of Food Production/Storage Infrastructure,90553,2025-03-13,2025-09-18
2024-06-26,June 2024: Israeli artillery shelled a land and farmers.,OPT,PSE,Gaza Strip,31.4525,34.3756,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",90557,2025-03-13,2025-09-18
2024-06-22,June 2024: Two fishers were injured by Israeli fire.,OPT,PSE,Gaza Strip,31.5304,34.4215,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,90547,2025-03-13,2025-09-18
2024-06-18,"18 June 2024: In Nuseirat Refugee Camp, three Palestinian men were reportedly killed when an agricultural area was hit by suspected Israeli forces.",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",59902,2024-07-24,2025-09-18
2024-06-17,June 2024: Israeli UAVs opened fire toward an agricultural land. ,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Remote-controlled IED,Food Production,Damage/Destruction Of Agricultural Land,90588,2025-03-13,2025-09-18
2024-06-17,June 2024: Israeli gunboats opened fire toward the fishers port. ,OPT,PSE,Gaza Strip,31.5214834841,34.4407681162,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Food Supply,Damage/Destruction Of Commercial Food Transport,90589,2025-03-13,2025-09-18
2024-06-16,June 2024: Israeli warplanes struck an agricultural land. ,OPT,PSE,Gaza Strip,31.336,34.3172,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,90590,2025-03-13,2025-09-18
2024-06-16,June 2024: Israeli warplanes struck an agricultural land. ,OPT,PSE,Gaza Strip,31.2678,34.2567,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,90591,2025-03-13,2025-09-18
2024-06-15,June 2024: Israeli gunboats opened fire toward fishing boats. ,OPT,PSE,Gaza Strip,31.3609663573,34.2776892382,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,90548,2025-03-13,2025-09-18
2024-06-14,"June 2024: Israeli gunboats opened fire toward fishing boats, killing two fishermen",OPT,PSE,Gaza Strip,31.3668294785,34.2814670422,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,90549,2025-03-13,2025-09-18
2024-06-09,June 2024: Israeli warplanes struck a residential building in a market.,OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,90593,2025-03-13,2025-09-18
2024-06-08,"08 June 2024: Two WFP warehouses were hit by rockets, injuring one staffer. WFP temporarily halted operations pending a security assessment needed to ensure the safety and security of staff and partners. ",OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Rocket,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",60160,2024-07-25,2025-09-18
2024-06-07,June 2024: Israeli gunboats shelled houses near fishers' port.,OPT,PSE,Gaza Strip,31.523532106,34.4346720858,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Food Supply,Damage/Destruction Of Commercial Food Transport,90595,2025-03-13,2025-09-18
2024-06-06,06 June 2024: A WFP warehouse was damaged when an Israeli missile hit the adjoining flour mill building. The warehouse was used as a main storage and transit hub for commodities in the Strip. WFP was forced to temporarily suspend its operations at the warehouse.,OPT,PSE,Gaza Strip,31.4183455,34.3502476,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Missile,Aid Systems,Disruption Of Aid,58378,2024-07-21,2025-09-18
2024-06-06,06 June 2024: A flour mill was damaged by an Israeli missile.,OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Missile,Food Supply,Damage/Destruction To Food Storage Infrastructure,95251,2025-04-24,2025-09-18
2024-06-05,"05 June 2024: In Al-Maghazi Refugee Camp, a market was hit by gunfire and a child was injured from an Israeli quadcopter aircraft.",OPT,PSE,Gaza Strip,31.4225658441,34.3863701789,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,56108,2024-07-14,2025-09-18
2024-06-05,June 2024: Israeli warplanes struck an agricultural land. ,OPT,PSE,Gaza Strip,31.3739,34.3409,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,90597,2025-03-13,2025-09-18
2024-06-03,"June 2024: Israeli gunboats opened fire toward a beach, killing one fisher and injuring more one.",OPT,PSE,Gaza Strip,31.4204,34.339,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,90550,2025-03-13,2025-09-18
2024-05-31,May 2024: Israeli warplanes struck an agricultural land.,OPT,PSE,Gaza Strip,31.3739,34.3409,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89910,2025-03-11,2025-09-18
2024-05-27,May 2024: Israeli gunboats opened fire toward fishing boats.,OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,"Attack On Persons Carrying Out Food Activity, Access Constraints",89897,2025-03-11,2025-09-18
2024-05-26,May 2024: The Israeli artillery and tanks opened fire in a market.,OPT,PSE,Gaza Strip,31.2586,34.2824,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,89895,2025-03-11,2025-09-18
2024-05-23,May 2024: Israeli gunboats opened fire toward fishing boats leaving 2 injuries.,OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89889,2025-03-11,2025-09-18
2024-05-22,May 2024: Israeli gunboats destroyed fishing boats.,OPT,PSE,Gaza Strip,31.3312053807,34.2385507862,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Food Production,Damage/Destruction Of Food-Related Equipment,89887,2025-03-11,2025-09-18
2024-05-22,May 2024: Israeli forces set fire to the market of a camp.,OPT,PSE,Gaza Strip,31.536,34.4907,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Arson,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,89888,2025-03-11,2025-09-18
2024-05-17,"May 2024: Infrastructures in a camp, including shops, markets and restaurants, were destroyed by Israeli airstrikes and tank fire. Upon leaving the remaining shops and homes were set on fire.",OPT,PSE,Gaza Strip,31.5290924248,34.4840203437,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,50825,2024-06-23,2025-09-18
2024-05-10,May 2024: Israeli warplanes struck warehouses and agricultural lands.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89872,2025-03-11,2025-09-18
2024-05-09,As reported on 09 May 2024: INGO staff have been unable to access their main warehouse. ,OPT,PSE,Gaza Strip,31.5128679,34.4581358,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Aid Systems,Disruption Of Aid,47148,2024-06-09,2025-09-18
2024-05-09,"May 2024: Israeli gunboats opened fire, killing a fisher.",OPT,PSE,Gaza Strip,31.3691,34.2734,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89869,2025-03-11,2025-09-18
2024-05-05,May 2024: Israeli warplanes struck targets and agricultural lands.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89865,2025-03-11,2025-09-18
2024-05-04,May 2024: Israeli warplanes struck an agricultural land.,OPT,PSE,Gaza Strip,31.2586,34.2824,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89864,2025-03-11,2025-09-18
2024-05-02,"02 May 2024: A Palestinian male truck driver was shot and killed, and an unspecified number of other drivers were injured by Israeli forces_x000D_
",OPT,PSE,Gaza Strip,31.4879035,34.4445419,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46996,2024-06-02,2025-09-18
2024-05-02,May 2024: Israeli gunboats opened fire toward fishing boats.,OPT,PSE,Gaza Strip,31.4184091706,34.3470444805,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Food-Related Equipment",89863,2025-03-11,2025-09-18
2024-04-26,"April 2024: Israeli gunboats opened fire, killing a Palestinian fisher and injuring another one.",OPT,PSE,Gaza Strip,31.3474,34.2226,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89838,2025-03-11,2025-09-18
2024-04-25,"April 2024: Israeli warplanes struck agricultural land, leaving injuries.",OPT,PSE,Gaza Strip,31.2855,34.2714,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89843,2025-03-11,2025-09-18
2024-04-25,"April 2024: Israeli warplanes struck agricultural land, leaving injuries.",OPT,PSE,Gaza Strip,31.2847,34.2546,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89844,2025-03-11,2025-09-18
2024-04-24,April 2024: Israeli warplanes struck targets near a market. Fatalities unknown.,OPT,PSE,Gaza Strip,31.5172,34.4642,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,89841,2025-03-11,2025-09-18
2024-04-24,"April 2024: Israeli warplanes struck agricultural land, injuring one person.",OPT,PSE,Gaza Strip,31.4284,34.366,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89842,2025-03-11,2025-09-18
2024-04-21,"April 2024: Israeli warplanes struck agricultural areas, leaving three injuries.",OPT,PSE,Gaza Strip,31.2855,34.2714,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89837,2025-03-11,2025-09-18
2024-04-21,April 2024: Israeli warplanes struck near a farm. Casualties unknown.,OPT,PSE,Gaza Strip,31.5272,34.4835,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction To Food Production,89840,2025-03-11,2025-09-18
2024-04-20,April 2024: Israeli artillery shelled agricultural land. Casualties unknown.,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89835,2025-03-11,2025-09-18
2024-04-20,April 2024: Israeli warplanes struck agricultural land. Casualties unknown.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89839,2025-03-11,2025-09-18
2024-04-15,April 2024: Israeli warplanes struck agricultural land. Casualties unknown.,OPT,PSE,Gaza Strip,31.336,34.3172,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89831,2025-03-11,2025-09-18
2024-04-14,April 2024: Israeli warplanes struck agricultural land. Casualties unknown.,OPT,PSE,Gaza Strip,31.4284,34.366,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89830,2025-03-11,2025-09-18
2024-04-13,April 2024: Israeli warplanes struck agricultural lands. Casualties unknown.,OPT,PSE,Gaza Strip,31.4284,34.366,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89829,2025-03-11,2025-09-18
2024-04-12,"As reported on 12 April 2024:  An INGO convoy came under fire while en route to northern Gaza to deliver life-saving aid, including therapeutic food for children at risk of malnutrition and preventable mortality. ",OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Disruption Of Aid,46494,2024-05-11,2025-09-18
2024-04-11,April 2024: Israeli airstrikes struck a market.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,89828,2025-03-11,2025-09-18
2024-04-09,"April 2024: Israeli warplanes struck an agricultural land, killing one civilian and injuring two persons.",OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89827,2025-03-11,2025-09-18
2024-04-04,04 April 2024: Palestinians gathered to collect air-dropped humanitarian aid were shot and killed by Israeli forces. ,OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,46492,2024-05-11,2025-09-18
2024-04-01,"01 April 2024: Six international aid workers and a Palestinian driver were killed following an Israeli drone strike while leaving a warehouse, after unloading humanitarian aid supplies, despite travelling in three clearly marked NGO vehicles. One national staff member was injured. The organisation suspended activities in the area. _x000D_
",OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",46089,2024-04-24,2025-09-18
2024-03-30,"30 March 2024: At least five aid seekers were killed and dozens injured in a stampede, when members of a Palestinian committee monitoring aid delivery and Israeli troops nearby fired gunshots. People were also hit by lorries. _x000D_
",OPT,PSE,Gaza Strip,31.4432234,34.360007,"(4) Province, State, Governorate",Multiple,"Israeli Defence Forces, Palestinian Popular Committees",Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46062,2024-04-23,2025-09-18
2024-03-30,"30 March 2024: Civilian Committees tasked with delivering aid were targeted by Israeli airstrikes, killing 12, and wounding dozens. ",OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46463,2024-05-09,2025-09-18
2024-03-30,March 2024: Israeli warplanes struck Palestinian farmers while collecting potatoes. Unspecified number of fatalities.,OPT,PSE,Gaza Strip,31.5272,34.4835,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",89795,2025-03-11,2025-09-18
2024-03-28,28 March 2024: Six people waiting for humanitarian aid were killed during Israeli artillery shelling. ,OPT,PSE,Gaza Strip,31.5095086326,34.4503850843,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,46992,2024-06-02,2025-09-18
2024-03-27,27 March 2024: Four Palestinian committee members tasked with securing the delivery of humanitarian aid were hit and killed.,OPT,PSE,Gaza Strip,31.4858357615,34.4478574514,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46061,2024-04-23,2025-09-18
2024-03-26,"March 2024: Israeli warplanes struck a poultry farm, leaving injuries.",OPT,PSE,Gaza Strip,31.2586,34.2824,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction To Food Storage Infrastructure,89790,2025-03-11,2025-09-18
2024-03-25,25 March 2024: Two Palestinians were killed when Israeli forces shelled areas close to where hundreds of Palestinians were waiting for the arrival of humanitarian trucks.,OPT,PSE,Gaza Strip,31.4797330313,34.4421815872,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,46055,2024-04-23,2025-09-18
2024-03-25,25 March 2024: An unconfirmed number of casualties was reported when Palestinians gathering to collect airdropped humanitarian aid were hit .,OPT,PSE,Gaza Strip,31.474242979,34.47595659,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,Incident Affecting People Seeking Food Aid,46056,2024-04-23,2025-09-18
2024-03-23,"23 March 2024: At least 19 Palestinians were killed and an unspecified number injured when a group of people waiting for humanitarian aid were shot at by Israeli forces._x000D_
",OPT,PSE,Gaza Strip,31.4797330313,34.4421815872,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Incident Affecting People Seeking Food Aid,46050,2024-04-23,2025-09-18
2024-03-21,"March 2024: Israeli warplanes struck agricultural land, leaving 10 injuries.",OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89786,2025-03-11,2025-09-18
2024-03-19,"19 March 2024: At least 30 Palestinians were killed by an Israeli airstrike, including the director of an emergency committee and other committee members overseeing the entry and distribution of aid. ",OPT,PSE,Gaza Strip,31.4797330313,34.4421815872,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46024,2024-04-22,2025-09-18
2024-03-15,"March 2024: At a roundabout, at least one person was killed and others injured when Israeli forces opened fire at civilians waiting for aid.",OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46305,2024-05-02,2025-09-18
2024-03-14,"14 March 2024: In Nuseirat Camp, an aid distribution centre was hit by Israeli airstrikes, killing eight Palestinians, including a university nurse, and injuring dozens of others.",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",46298,2024-05-01,2025-09-18
2024-03-14,"March 2024: At a roundabout, 50 Palestinians were killed and over 155 others injured when an Israeli forces in a helicopter opened fire at civilians waiting for aid.",OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46304,2024-05-02,2025-09-18
2024-03-14,March 2024: Israeli warplanes struck agricultural land. Casualties unknown.,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89784,2025-03-11,2025-09-18
2024-03-13,"13 March 2024: A UN aid warehouse and food distribution site was hit by Israeli airstrikes, killing five people, including a UN staff member, and injuring 22 others. The strike reportedly targeted a Hamas commander. _x000D_
",OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",45966,2024-04-21,2025-09-18
2024-03-13,"March 2024: At a roundabout, six Palestinians were shot and killed and 60 injured when Israeli forces opened fire at civilians waiting for aid.",OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46296,2024-05-01,2025-09-18
2024-03-12,"March 2024: At a roundabout, nine people were killed and more than 20 injured after military forces attacked civilians waiting for aid.",OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46292,2024-05-01,2025-09-18
